Gene_acc,Gene_id,146P1,146P2,146P3,146M1,146M2,146M3,Desc
3785,Tb927.6.1940:mRNA-p1,218090.2969,245331.7813,170640.7031,212431.2813,197559.0469,165513.2813,"leucine-rich repeat protein (LRRP), putative"
3786,Tb927.6.1950:mRNA-p1,309590.625,396418.25,406299.7813,569928.25,466391.5,566791,"N-acetyltransferase B complex (NatB) non catalytic subunit, putative"
3787,Tb927.6.1960:mRNA-p1,147326.3125,107759.3203,105038.9219,108801.0703,108965.9219,106953.9453,"glycosyltransferase family 28 protein, putative"
3788,Tb927.6.1970:mRNA-p1,780014.375,725463.8125,759406.5,500929.5938,633760.9375,517565.9375,nuclear cap binding protein
3789,Tb927.6.1980:mRNA-p1,1448312.375,1448582.75,1592254.875,923377.3125,1158701.5,1020352.813,"LMBR1-like membrane protein, putative"
3790,Tb927.6.1990:mRNA-p1,749797.25,883889.8125,833816,926024.3125,891181.25,896467.0625,"hypothetical protein, conserved"
3791,Tb927.6.2000:mRNA-p1,7758486,309206.875,1606740.125,31942786,41587688,394323.125,"spliceosome-associated protein, putative"
3792,Tb927.6.2010:mRNA-p1,292239.4375,328020.4063,231334.0313,208428.6406,317737.5,247228.75,"acyl-CoA synthetase, putative"
3793,Tb927.6.2020:mRNA-p1,138946.625,138773.6406,151153.6094,124478.3203,131078.2969,186597.4219,Bardet-Biedl syndrome 2 protein
3794,Tb927.6.2040:mRNA-p1,585992.5625,462500.0313,377797.1875,203231.7188,292516.3438,283452.0313,"nitrate reductase, putative"
3795,Tb927.6.2050:mRNA-p1,116908.6875,166829.8281,191077.7969,269972.125,319171.5,310821,Ribosome biogenesis regulatory protein RRS1
3796,Tb927.6.2060:mRNA-p1,2577662.5,2586726,2990907,2934775,3346923.75,2903782,histidyl-tRNA synthetase
3797,Tb927.6.2090:mRNA-p1,1043545,1066539,1043747.688,796198.5625,865241.625,777957.8125,"pdz domain containing protein, putative"
3798,Tb927.6.2120:mRNA-p1,181154.2188,160622.7344,149664.875,187764.1094,147162.75,167238.0781,"hypothetical protein, conserved"
3799,Tb927.6.2130:mRNA-p1,479282.2813,478535.7188,550787.5625,510828.4063,726710.8125,469850.2813,"nuclear movement protein, putative"
3800,Tb927.6.2140:mRNA-p1,628819.5,850488.4375,471830,561807.5,574880.4375,551029.5625,"hypothetical protein, conserved"
3801,Tb927.6.2150:mRNA-p1,221994.75,222921.0313,258533.5156,259393.7031,326019.875,209974.0469,"cell division cycle protein 16 homolog, putative"
3802,Tb927.6.2170:mRNA-p1,1910297.625,1905672.625,2190924,2061735.75,2330432,2118202.5,"co-chaperone GrpE, putative"
3803,Tb927.6.2200:mRNA-p1,1736674.625,1811565.875,2102730.5,1970587.875,2075885.75,1947085.625,"DJ-1 family protein, putative"
3804,Tb927.6.2210:mRNA-p1,407135.2188,400444.0313,426620.5,515167.6875,677367.625,539768.5,"hypothetical protein, conserved"
3805,Tb927.6.2220:mRNA-p1,383302.1563,252632.3125,79111.6875,162027.5469,117219.3047,118713.2188,"hypothetical protein, conserved"
3806,Tb927.6.2230:mRNA-p1,728219.875,809388.3125,904642.375,740129,890476.625,785849.375,RGG protein
3807,Tb927.6.2250:mRNA-p1,790736.125,762915.5625,892869.25,689468.5625,865001.0625,633983.75,"rac serine-threonine kinase, putative"
3808,Tb927.6.2260:mRNA-p1;Tb927.6.2320:mRNA-p1,1093747.75,1056143.875,994099.3125,672383.5,488695.9688,581338.0625,"hypothetical protein, conserved"
3809,Tb927.6.2270:mRNA-p1;Tb927.6.2330:mRNA-p1,183018.1875,200355.3594,232783.3125,215695.3594,245155.2969,235814.5625,RGG protein
3810,Tb927.6.2280:mRNA-p1;Tb927.6.2340:mRNA-p1,2198427.5,2315999,3069211.25,2528248,3559878.5,1760063.25,"prefoldin subunit, putative"
3811,Tb927.6.2300:mRNA-p1,3383743,3569297.5,3912325.75,3652621.5,4564456,3908729.75,"adenosine kinase, putative"
3812,Tb927.6.2360:mRNA-p1,1204122.875,786648.3125,956161.375,885182.125,1635921.25,1440072.625,"adenosine kinase, putative"
3813,Tb927.6.2370:mRNA-p1,103327.8672,103548.5156,72305.08594,114755.4844,112447.4922,118012.7969,"ubiquitin-protein ligase, putative"
3814,Tb927.6.2400:mRNA-p1,87812.51563,93472.1875,80447.89844,72170.73438,61550.53516,67533.07031,Gamma-tubulin complex component 4
3815,Tb927.6.2420:mRNA-p1,1947919.625,2088311.875,2177147.5,1735696.25,1765772.125,1596880.5,p22 protein precursor
3816,Tb927.6.2430:mRNA-p1,199962.9375,92223.34375,209303.3125,87560.625,141718.9219,154320.9688,"hypothetical protein, conserved"
3817,Tb927.6.2440:mRNA-p1,424125.5938,453409.0313,451622.3125,294942.5313,325614.1875,290214.25,"Mo25-like, putative"
3818,Tb927.6.2450:mRNA-p1,253558.2656,262559.8438,294206.625,186331.4063,252042.6875,196227.2031,"Protein kinase B, putative"
3819,Tb927.6.2460:mRNA-p1,533812.3125,534290.25,551382.4375,529131.8125,504720.8125,535692,"ubiquitin fusion degradation protein 2, putative"
3820,Tb927.6.2490:mRNA-p1,326483.75,346994.5938,331812.3125,354752.5,389609.8125,351134.9375,succinate dehydrogenase subunit 7
3822,Tb927.6.2520:mRNA-p1,117060.75,232984.2813,157876.2656,192500.9844,231277.4219,172067.1875,"hypothetical protein, conserved"
3823,Tb927.6.2540:mRNA-p1,184280.9219,182569.9375,178064.875,248685.7188,212400.3281,215319.5156,"DREV methyltransferase, putative"
3824,Tb927.6.2550:mRNA-p1,2527123,2453275.5,2743975.75,2167783.75,2148759.5,1893003.625,"RNA-binding protein, putative"
3825,Tb927.6.2560:mRNA-p1,490083.75,527317.75,421382.4688,227656.2813,314604.0938,254495.0625,"hypothetical protein, conserved"
3826,Tb927.6.2600:mRNA-p1,282741.1875,305849.9688,300510.0625,267142.375,249091.4844,256159.625,"Protein of unknown function (DUF1077), putative"
3827,Tb927.6.2620:mRNA-p1,377485.8125,429481.0625,358929.6875,209530.9219,193861.2656,255724.0938,"hypothetical protein, conserved"
3828,Tb927.6.2630:mRNA-p1,44345.74219,89533.51563,70961.07031,97112.48438,75479.53906,76509.15625,"Hsp33 protein, putative"
3829,Tb927.6.2640:mRNA-p1,1927341.75,2098479.75,2722953.25,2780543.25,3566413.75,3511575.25,"importin alpha subunit, putative"
3830,Tb927.6.2650:mRNA-p1,26897.23438,66021.82031,70053.47656,112815.2578,114457.3828,111501.3906,nucleolar mif4g domain-containing protein 1
3831,Tb927.6.2690:mRNA-p1,1184650.875,1252678.875,1593185.375,1289283,1613762.125,1274985.125,"ubiquitin carboxyl-terminal hydrolase, putative"
3832,Tb927.6.2700:mRNA-p1,1557664.5,1616097.625,1450020.375,1148677,1294184.75,1176142.25,small nuclear ribonucleoprotein Sm-E
3833,Tb927.6.2710:mRNA-p1,507713.0625,447515.875,497172.3125,353963.6563,383614.0938,385423.6563,"E3 ubiquitin-protein ligase HEL2, putative"
3834,Tb927.6.2720:mRNA-p1,819427.375,795996.0625,672070.125,1141820.875,932647.25,1034092.938,"calcium-binding protein, putative"
3835,Tb927.6.2730.1:mRNA-p1;Tb927.6.2730.2:mRNA-p1,126838.3281,137395.4688,130243.5,115004.1719,118820.9922,85011.64063,"hypothetical protein, conserved"
3836,Tb927.6.2740:mRNA-p1,828874.75,1039910.063,1088587.375,1488578.625,1085759.125,1194103.125,pyridoxal kinase
3837,Tb927.6.2760:mRNA-p1,143140.7188,132834.2656,126603.0781,228232.4844,211149.6719,143188.8594,"hypothetical protein, conserved"
3838,Tb927.6.2770:mRNA-p1,164422.9844,138244.1875,147917.3125,109474.9219,160970.3594,91285.75,Vacuolar assembly protein vps41
3839,Tb927.6.2780:mRNA-p1,216956.8594,239042.625,265261.375,394343.8125,411370.6875,366212.8125,"U3 small nuclear ribonucleoprotein (snRNP), putative"
3840,Tb927.6.2790:mRNA-p1,15299550,15809914,15345945,8489719,9200261,8793659,L-threonine 3-dehydrogenase
3841,Tb927.6.2810:mRNA-p1,157552.5,102718.1172,104638.4219,100024.7734,131158.1406,105508.5781,"ABC transporter, putative"
3842,Tb927.6.2830:mRNA-p1,769357.625,616268.75,572257.875,306300.1875,317043.5313,278970.6875,"GTPase activating protein, conserved"
3843,Tb927.6.2840:mRNA-p1,84085.00781,71229.28906,92165.91406,155884.625,189699.3594,173286.7344,"Serine/threonine-protein kinase RIO2, putative"
3844,Tb927.6.2850:mRNA-p1,50149.88281,45549.85938,77225.3125,308085.125,347408.6875,300253.625,"ESAG8-associated protein, putative"
3845,Tb927.6.2860:mRNA-p1,1975725,1901853.625,2017258.875,1961512.75,2984188.75,2009638.875,"WD domain, G-beta repeat, putative"
3846,Tb927.6.2880:mRNA-p1,788468.625,789139.875,949875.5,592164,621549.625,449331.9688,"kinesin, putative"
3847,Tb927.6.2900:mRNA-p1,87051.96094,81086.88281,66121.27344,151701.0156,269625.375,151235.125,dendritic cell-derived IFNG-induced protein
3849,Tb927.6.2930:mRNA-p1,1210595.875,1287633.75,1428105.375,812850.5,972240.875,871906.6875,"ATPase family associated with various cellular activities (AAA), putative"
3850,Tb927.6.2940:mRNA-p1,533764.6875,522094.9375,552386.6875,563518.1875,564356.75,599737.5,"phosphopantothenoylcysteine decarboxylase, putative"
3851,Tb927.6.2970:mRNA-p1,661581.9375,105353.7813,339434.4688,107256.3438,115003.5,103421.0938,"pseudouridine synthase A-like protein, putative"
3852,Tb927.6.3000:mRNA-p1,545715.8125,553819.375,583096.0625,317562.4688,358638.7188,385993.5313,"sphingolipid delta 4 desaturase, putative"
3853,Tb927.6.3010:mRNA-p1,332339.2188,256793.125,300342.6875,207506.2813,228003.7344,234606.0938,"PH domain containing protein, putative"
3854,Tb927.6.3020:mRNA-p1,279587.25,245001.8906,192734.6875,239340.5,83072.8125,263394.6875,"hypothetical protein, conserved"
3855,Tb927.6.3030:mRNA-p1,6397503.5,7075652.5,6621428,9665326,7620949.5,11404160,"hypothetical protein, conserved"
3856,Tb927.6.3040:mRNA-p1,455241.8125,458664.6875,540942,453149,537831.875,452518.9063,"small GTP-binding protein Rab28, putative"
3857,Tb927.6.3050:mRNA-p1,1836817.375,1818064.5,1666296.5,1868820,1348473.375,1708329.625,"Aldehyde dehydrogenase 3, putative"
3858,Tb927.6.3070:mRNA-p1,72211.71094,93399.38281,105026.4063,119458.4766,162074.0781,72601.85938,"hypothetical protein, conserved"
3860,Tb927.6.3090:mRNA-p1,673068.125,677227.25,781440.625,625948.4375,721477.3125,586553.8125,microtubule associated protein xmap215
3861,Tb927.6.3100:mRNA-p1,853611.3125,653705.6875,889982.125,801677.625,933337.625,508929.6875,"Intraflagellar transport complex B protein 46 C terminal, putative"
3862,Tb927.6.3110:mRNA-p1,462363.0313,475042.5938,512949.2813,391237.9063,578568.3125,469302.4688,"cdc2-related protein kinase 11, putative"
3863,Tb927.6.3120:mRNA-p1,820015.625,702975.5625,761145.0625,1490260.25,1613008.25,1483249.625,"chaperone protein DnaJ, putative"
3864,Tb927.6.3130:mRNA-p1,321223.2188,329153.875,296821.5,295639.5625,325026.125,307011.9063,"queuine tRNA-ribosyltransferase, putative"
3865,Tb927.6.3140:mRNA-p1,249509.1406,217739.7969,235234.9063,127686.2422,133588.1094,152811.875,Ubiquitin-like protein 11
3866,Tb927.6.3150:mRNA-p1,1905893.5,1709155.375,2396233,2815091.75,3003546.5,906198.625,Hydin
3867,Tb927.6.3160:mRNA-p1,401495.5,298552.5625,327808.4375,284604.5,370100.7813,290939.8125,"splicing factor 3a, putative"
3868,Tb927.6.3170:mRNA-p1,103908.0938,80362,103809.1797,93027.09375,144391.5469,100120.2734,"hypothetical protein, conserved"
3869,Tb927.6.3180:mRNA-p1,133712.9688,51794.32422,69478.375,125855.2188,Filtered,130553.8203,"hypothetical protein, conserved"
3870,Tb927.6.3210:mRNA-p1,261099.1719,251598.0313,284058.0313,351699,381842.4375,351104.0938,"Adenylate kinase, nuclear"
3871,Tb927.6.3220:mRNA-p1,237303.8438,250726.125,278571.9375,331636.0938,372635.625,302791.6875,"hypothetical protein, conserved"
3873,Tb927.6.3240:mRNA-p1,1155953,1010199.75,1140038.5,279803.3125,281020.9375,285771.1563,"hypothetical protein, conserved"
3874,Tb927.6.3250:mRNA-p1,118252.75,128295.9766,144561.6719,287428.9063,340485.9688,236276.25,"C2H2 type zinc-finger (2 copies), putative"
3875,Tb927.6.3260:mRNA-p1,108814.5,108278.375,109140.8516,98539.46875,75859.95313,60701.375,"hypothetical protein, conserved"
3876,Tb927.6.3280:mRNA-p1,172375.375,185685.25,170906.0313,237705.9375,184734.0313,202486.7656,"cyclosome subunit 1, putative"
3877,Tb927.6.3290:mRNA-p1,1507620.75,1302158.125,1777071.375,1216440.25,990515.9375,1105955,intraflagellar transport protein 20
3878,Tb927.6.3310:mRNA-p1,1620134.5,1131961.125,1169159.625,952110.5,1117297.5,915995.0625,"cysteine peptidase, Clan CA, family C2, putative"
3879,Tb927.6.3330:mRNA-p1,318103.1563,342015.9063,389243.5625,374356.6875,410214.5625,387958.6563,"hypothetical protein, conserved"
3880,Tb927.6.3340:mRNA-p1,501817.9063,521473.5938,601604.875,586563.5,708329.75,538185.0625,"Domain of unknown function (DUF814), putative"
3883,Tb927.6.3450:mRNA-p1,142760.2188,148053.5938,213565.9688,163959.875,211486.5781,169976.0938,"hypothetical protein, conserved"
3884,Tb927.6.3460:mRNA-p1,11271.07813,Filtered,Filtered,29750.07813,19066.12109,17352.06055,"hypothetical protein, conserved"
3885,Tb927.6.3480:mRNA-p1,19461.17578,8249.854492,6330.262695,43039.83594,6220.604004,24501.57031,"RNA-binding protein, putative"
3886,Tb927.6.3490:mRNA-p1,22831.66016,17978.55859,14879.41992,66665.20313,79984.05469,80650.03125,zinc finger protein 1
3888,Tb927.6.3500:mRNA-p1,2722647.5,2968023.25,3286860,1922111.25,2732841.5,2271204.25,"endosomal trafficking protein RME-8, putative"
3889,Tb927.6.3510:mRNA-p1,2264020.75,2388882.75,2642855.5,2939124.75,3464577.25,2468708,"tRNA modification enzyme, putative"
3890,Tb927.6.3540:mRNA-p1,136390.2813,143751.375,284523.5625,280623.0313,651346,204582.4844,"zinc-finger protein, conserved"
3891,Tb927.6.3550.2:mRNA-p1,580337.375,653071.375,689229.3125,376820.9063,473255.3438,364630.5625,"phospholipid-translocating P-type ATPase (flippase), putative"
3894,Tb927.6.3600:mRNA-p1,Filtered,145421.1875,220694.2969,109575.5625,56402.66406,231141.0938,Mitoribosomal LSU assembly factor 24
3895,Tb927.6.3610:mRNA-p1,903493.625,956836,960447.25,775459,1001658.875,782831.3125,"SET domain containing protein, putative"
3896,Tb927.6.3630:mRNA-p1,1033167.563,997388.375,1047017.125,1049829.25,1156239.875,978326.5625,"sphingosine 1-phosphate lyase, putative"
3897,Tb927.6.3640:mRNA-p1,73789744,79653680,70675672,77000480,101672768,87553608,"zinc finger of C3HC4-type, RING/B-box zinc finger, putative"
3898,Tb927.6.3650:mRNA-p1,2944895.75,2781473,2986032.75,3571910.25,4632853,3079805,"ADP-ribosylation factor-like protein 3C, putative"
3899,Tb927.6.3670:mRNA-p1,692510.5,766500.5625,714286.1875,877633.4375,980977.6875,916073.25,"paraflagellar rod component, putative"
3900,Tb927.6.3680:mRNA-p1,879727.9375,849802.25,741372.75,696779,760206.75,649612.1875,Present in the outer mitochondrial membrane proteome 31
3901,Tb927.6.3690:mRNA-p1,627386.25,679553.375,763943.3125,592770.25,749697.4375,642197.8125,"pre-mRNA cleavage complex II Clp1-like, conserved"
3902,Tb927.6.3700:mRNA-p1,322476.25,403992.5,259687.1875,187093.4531,171268,140819.9063,"peptidyl-tRNA hydrolase PTH2, putative"
3903,Tb927.6.3710:mRNA-p1,147594.5313,161084.7344,162983.3438,122830.7813,183342.7031,120892.2109,"hypothetical protein, conserved"
3904,Tb927.6.3720:mRNA-p1,309588.4688,256375.4063,273675.3438,272535.4375,259373.3125,299199.375,"hypothetical protein, conserved"
3905,Tb927.6.3740:mRNA-p1;Tb927.6.3750:mRNA-p1;Tb927.6.3800:mRNA-p1,26027810,27218762,27032554,22535924,25682564,23276486,"heat shock 70 kDa protein, mitochondrial precursor, putative"
3907,Tb927.6.3780:mRNA-p1,548895.125,517933.0625,527351.5625,514467.6875,515777.5,405380.4063,"E3 ubiquitin-protein ligase, putative"
3908,Tb927.6.3790:mRNA-p1,98388.0625,98107.96094,124040.2891,135002.0781,179920.6719,133710.25,"valosin-containing protein homolog, putative"
3909,Tb927.6.3810.1:mRNA-p1;Tb927.6.3810.2:mRNA-p1,320306.375,325809.4063,283838.3438,275953.6875,273651.4688,226359.6094,"hypothetical protein, conserved"
3910,Tb927.6.3820:mRNA-p1,962657.6875,807033.5,706399.5,559549.3125,627033.875,588760.625,"hypothetical protein, conserved"
3911,Tb927.6.3840:mRNA-p1,9298932,9721347,6581663.5,5833695.5,2782060.75,6526681,reticulon domain protein
3912,Tb927.6.3860:mRNA-p1,207892.5469,257888.8906,235271.9844,236735.6094,176733.0469,221343.7656,"leucyl/phenylalanyl-tRNA protein transferase, putative"
3913,Tb927.6.3870:mRNA-p1,1375779.375,1197922.25,1258603.5,1246531.125,1299660.625,1305733.5,"RNA-binding protein, putative"
3914,Tb927.6.3890:mRNA-p1,921414.1875,982899.0625,1173610.875,938529.75,1159183.875,881168.1875,"replication factor C, subunit 2, putative"
3915,Tb927.6.3900:mRNA-p1,1961700,1680515.25,513868.6563,346375.125,572066.625,698833.25,"hypothetical protein, conserved"
3916,Tb927.6.3920:mRNA-p1,1305136.75,1062068.625,1309815.25,1702936,2322318.5,1889040.25,"hypothetical protein, conserved"
3917,Tb927.6.3930:mRNA-p1,119572.6797,130784.6328,132398.25,89538.60938,116530.0313,77505.17969,"LSU ribosomal protein, mitochondrial, putative"
3918,Tb927.6.3940:mRNA-p1,3346233.25,3498631.5,3431602.5,1181491.125,1268464.375,1090499.125,"Autophagy-related protein 27, putative"
3919,Tb927.6.3960:mRNA-p1,62211.75781,69728.53125,46403.75391,44450.67969,36754.53906,40088.67969,Nucleotide sugar transporter 4
3920,Tb927.6.3980:mRNA-p1,137647.125,170734.2656,Filtered,101433.2188,287381.5625,101463.3594,"hypothetical protein, conserved"
3921,Tb927.6.400:mRNA-p1,4969359.5,4659176.5,5108829,4445085,4710610.5,4808745,"peptidase M20/M25/M40, putative"
3922,Tb927.6.4000:mRNA-p1,4067697.75,3781309.75,5045213.5,4688208.5,5756610.5,4471178.5,"small glutamine-rich tetratricopeptide repeat protein, putative"
3923,Tb927.6.4010:mRNA-p1,607618.5625,707809.5,749466.375,789053.0625,1063362.75,882490.1875,"Translation machinery associated TMA7, putative"
3924,Tb927.6.4020:mRNA-p1,3254348.75,2284531.25,2329709.5,1686048.75,1925749,1871499.125,"hypothetical protein, conserved"
3926,Tb927.6.4060:mRNA-p1,197797.5313,180374.9375,124384.9844,109651.1641,108850.1875,136710.8125,"Eukaryotic protein of unknown function (DUF872), putative"
3927,Tb927.6.4070:mRNA-p1,70857.99219,170263.7813,179970.0625,147757.7344,113581.9453,111904.9219,"hypothetical protein, conserved"
3928,Tb927.6.4080:mRNA-p1,144437.1563,142853.1563,123263.3438,108725.5625,116031.375,137303.3906,"ribosomal protein, putative"
3929,Tb927.6.4090:mRNA-p1,1074520.75,1119958.375,1037321.5,710954.75,728387.75,682090.8125,"chaperonin HSP60, mitochondrial precursor, putative"
3930,Tb927.6.410:mRNA-p1,471305.125,493051.375,534815.0625,185218.7344,213003.875,126067.3672,"hypothetical protein, conserved"
3931,Tb927.6.4100:mRNA-p1,217350.9375,186138.2031,538779.375,218963.125,207560.6875,238232.6563,"hypothetical protein, conserved"
3932,Tb927.6.4120:mRNA-p1,475308.375,451365.6563,378378.6875,454884.6563,348666.3438,387345.5938,"GTPase activating protein, putative"
3933,Tb927.6.4130:mRNA-p1,372213.3438,326949.75,285898.75,374236.9063,370322.6563,349092.3438,succinate dehydrogenase subunit 3
3934,Tb927.6.4140:mRNA-p1,12130213,11588445,13833045,13726017,34142424,13908668,"paraflagellar rod component, putative"
3937,Tb927.6.4170:mRNA-p1,359723.1563,361751.5,414155.6875,323732.75,395031.3125,317330.125,"hypothetical protein, conserved"
3938,Tb927.6.4180:mRNA-p1,2041440.875,1849807.5,1835452.875,1519182.875,1280065.5,1798557.25,"FUN14 family, putative"
3939,Tb927.6.4200:mRNA-p1,136622.1563,137818.4375,141219.8125,115432.0078,109938.3438,82865.48438,"LSU ribosomal protein, mitochondrial, putative"
3940,Tb927.6.4210:mRNA-p1,2541650.5,2787872,2926576,1278933.625,1491181.375,1179210,"aldehyde dehydrogenase, putative"
3941,Tb927.6.4220:mRNA-p1,332302.5938,327048.0625,351819.625,328935.0625,361720.8125,298489.125,mitogen-activated protein kinase 5
3942,Tb927.6.4230:mRNA-p1,232471.5,538264.125,214957.875,301868.9375,473893.7188,319594.625,"hypothetical protein, conserved"
3943,Tb927.6.4250:mRNA-p1,362027.7188,250209.6406,349895.1563,246921.6406,256058.75,233899.7969,"hypothetical protein, conserved"
3944,Tb927.6.4260:mRNA-p1,867581.625,867175,994554.5,729281.1875,647110.625,637356,"hypothetical protein, conserved"
3945,Tb927.6.4280:mRNA-p1;Tb927.6.4300:mRNA-p1,186366528,187966624,182264640,162127616,195263584,188386816,"glyceraldehyde 3-phosphate dehydrogenase, glycosomal"
3946,Tb927.6.4320:mRNA-p1,2653492,4190980.5,4012342.25,2528383.5,3299701,2943140.75,"Protein of unknown function (DUF2817), putative"
3947,Tb927.6.4330:mRNA-p1,379198.4375,369657.5313,393853.6563,326868.3438,311330.7813,307670.5938,telomere-associated protein
3948,Tb927.6.4340:mRNA-p1,469031.5625,511701.2813,525218.3125,435324.1563,627535.0625,400378.3438,"small nuclear ribonucleoprotein, putative"
3949,Tb927.6.4350:mRNA-p1,278945.4688,311657.3125,202145.5313,278496.375,305835.5313,178951.9688,"ribosomal RNA assembly protein, putative"
3950,Tb927.6.4360:mRNA-p1,380846,326385.9375,308015.2188,235678.9219,216311.6563,187064.4063,"hypothetical protein, conserved"
3951,Tb927.6.4370:mRNA-p1,2641610.25,2399760,2955395.5,3260285.25,3779991.75,3892813.75,eukaryotic translation initiation factor 3 subunit d
3952,Tb927.6.4380:mRNA-p1,191728.8438,204330.3281,172608.9844,217745.0313,251838.4844,244850.2344,"Protein of unknown function (DUF544), putative"
3953,Tb927.6.4390:mRNA-p1,1605931.25,1590079.75,1610918.25,854103.3125,706250.25,954155.9375,"kinesin, putative"
3954,Tb927.6.440:mRNA-p1,315336.4375,315247.4375,321658.75,136996.9688,129597.5469,135548.9219,haptoglobin-hemoglobin receptor
3955,Tb927.6.4410:mRNA-p1;Tb927.6.4460:mRNA-p1,323242.6875,310377.7188,365188.2813,541416.875,623588.5625,535057.625,S-adenosylmethionine decarboxylase
3956,Tb927.6.4440:mRNA-p1,3653457.5,3698794.75,4485585,6246928,7230926,5516386.5,RNA-binding protein 42 (RNA-binding motif protein 42)
3957,Tb927.6.4470:mRNA-p1,87552.25781,83748.875,76832.41406,71100.28125,91306.0625,60136.01172,S-adenosylmethionine decarboxylase proenzyme
3958,Tb927.6.4480:mRNA-p1,4975859,5102393.5,5783717.5,6051498,7124438,6015559,"valyl-tRNA synthetase, putative"
3959,Tb927.6.4500:mRNA-p1,9295491,10421743,9103152,6455120,7958678.5,6762673,"conserved repeat domain containing protein, putative"
3960,Tb927.6.4510:mRNA-p1,93266.4375,86247.04688,65755.47656,76418.27344,77888.97656,70906.86719,"hypothetical protein, conserved"
3961,Tb927.6.4520:mRNA-p1,315915.3125,340465.875,372056.9063,497129.9063,797882.5,657201.25,"Tumour suppressor, Mitostatin, putative"
3962,Tb927.6.4540:mRNA-p1,1645980,1593057.5,757507.6875,1144157.25,1202786.375,905887.6875,"3-hydroxy-3-methylglutaryl-CoA reductase, putative"
3963,Tb927.6.4550:mRNA-p1,647660.25,652755.0625,654484.9375,424673.0938,524588.4375,414039.2813,"hypothetical protein, conserved"
3965,Tb927.6.4590.1:mRNA-p1;Tb927.6.4590.2:mRNA-p1,1236575.875,1311639.25,1485341.125,1732953.375,1949164.125,1821617.25,"glutamyl-tRNA synthetase, putative"
3966,Tb927.6.4600:mRNA-p1,143595.8906,168586.0938,133818.5781,205068.7188,179289.1563,1229377.125,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
3967,Tb927.6.4610:mRNA-p1,506366.625,555153,723108.8125,738064.0625,860296.75,726631.8125,"Ankyrin repeats (3 copies), putative"
3968,Tb927.6.4620:mRNA-p1,278398.75,275354.2813,149881.1875,130915.1406,68722.48438,90582.23438,"hypothetical protein, conserved"
3969,Tb927.6.4630:mRNA-p1,389055.0313,362574.5625,342095.9063,275418.8438,288824.25,298831.875,"kinetoplastid-specific phospho-protein phosphatase, putative"
3970,Tb927.6.4640:mRNA-p1,132046.2656,94379.95313,97901.54688,209829.8438,159137.0313,186701.3281,"hypothetical protein, conserved"
3971,Tb927.6.4650:mRNA-p1,560567.3125,590589.0625,657069.8125,776038.25,833056.125,628701.9375,"UV excision repair RAD23 protein, putative"
3972,Tb927.6.4670:mRNA-p1,6732165.5,8125402,8003535,6430889.5,6544646,6621380,MORN repeat-containing protein 1
3973,Tb927.6.4680:mRNA-p1,112253.9219,107703.1484,119316.4688,104766.2188,100529.8984,102802.8516,"hypothetical protein, conserved"
3974,Tb927.6.4710:mRNA-p1,749074.1875,745157.625,694029.125,1031618.688,820616.1875,1031018.188,"calmodulin, putative"
3975,Tb927.6.4740:mRNA-p1,1463325.625,1371689.25,1153144.75,1533312.625,1067082.125,1445171.5,"importin-alpha re-exporter protein, putative"
3976,Tb927.6.4760:mRNA-p1,711926.3125,641116.0625,748234.9375,500706.7188,520123,549288.9375,"T-complex protein 11, putative"
3977,Tb927.6.4770:mRNA-p1,10258771,10088791,8109271,17212876,33220044,3664929.25,"protein mkt1, putative"
3978,Tb927.6.4780.1:mRNA-p1;Tb927.6.4780.2:mRNA-p1,322588.0313,310189.875,343584.0313,295440.2188,381489.125,290446.4688,"DNA ligase I, putative"
3979,Tb927.6.4800:mRNA-p1,470112.6563,619288.125,722512.9375,1081290.875,1302284.875,1008803.563,"hypothetical protein, conserved"
3981,Tb927.6.4830:mRNA-p1,112137.3047,111916.1406,119808.8594,112475.4297,106673.3359,106175.875,"MIZ/SP-RING zinc finger, putative"
3982,Tb927.6.4840:mRNA-p1;Tb927.6.4850:mRNA-p1;Tb927.6.4860:mRNA-p1;Tb927.6.4880:mRNA-p1;Tb927.6.4900:mRNA-p1;Tb927.6.4910:mRNA-p1;Tb927.6.4920:mRNA-p1,4922197.5,4987558,5027722,9246172,10928796,10010762,S-adenosylmethionine synthetase
3984,Tb927.6.4950:mRNA-p1,1274369.25,1194055.5,894382.9375,1007517.125,953524.75,1082753.75,Protein mago nashi homolog
3985,Tb927.6.4960:mRNA-p1,Filtered,65311.50781,52777.58594,120268.2969,159801.0938,97896.125,Zinc finger CCCH domain-containing protein 47
3986,Tb927.6.4970:mRNA-p1,381015.9375,378433.625,438832,510546.5,612361,466907.6563,"serine/arginine-rich protein specific kinase SRPK, putative"
3987,Tb927.6.4990:mRNA-p1,343811.6563,372987.0313,293271.7813,203062.8281,188842.7188,152130.3594,mitochondrial ATP synthase delta chain
3988,Tb927.6.5000:mRNA-p1,1205219.25,1190836.625,1218014.75,1022850.375,1133204.875,1156922,"Protein of unknown function (DUF773), putative"
3989,Tb927.6.5010:mRNA-p1,386369.7813,312833.25,378963.5,269822.75,276618.875,176371.4375,"hypothetical protein, conserved"
3990,Tb927.6.5030:mRNA-p1,694880.25,674123.1875,721742.5625,945100.5,1112129.125,964790.375,Component of motile flagella protein 46
